procedure,proc_group
EXCISIONAL BX LT THYROID BED & RT CERVICAL NODE GR.2,Thyroid_neck
EXCISIONAL BX MASS AT BACK,Skin_softtissue
EXCISIONAL BX.,Skin_softtissue
EXCISIONAL DB,Skin_softtissue
EXCISIONAL DB +/- LT. ORCHIDECTOMY,Uro_other
EXCISIONAL DB +/- SUTURE,Skin_softtissue
EXCISIONAL DB LT FOOT,Skin_softtissue
EXCISIONAL DB+DRESSING WOUND,Skin_softtissue
EXCISIONAL DEBRIDEMENT,Skin_softtissue
EXCISIONAL DEBRIDEMENT + WOUND SUTURE,Skin_softtissue
EXCISIONAL DEBRIDEMENT LT HAND,Skin_softtissue
EXCISIONAL DEBRIDEMENT LT HEEL,Skin_softtissue
"EXCISIONAL DEBRIDEMENT OF WOUND, INFECTION, OR BURN",Skin_softtissue
EXCISIONAL OF CARUNCLE UNDER IV SEDATION,Skin_softtissue
EXCISOIN,สาขา:ทางเดินปัสสาวะ
EXCISON LT BREAST MASS,Breast
EXCISON MASS AT LT. TONSIL,ENT
EXCISONAL BIOPSY,Skin_softtissue
EXCISSION,สาขา:ตกแต่ง
EXCISSION AT LT PREAURICULAR,สาขา:ตกแต่ง
EXCISSION MASS AT LT 4TH RIB,Skin_softtissue
EXCISSIONAL DEBRIDEMENT,Skin_softtissue
EXICISION AT RIGHT EYEBLOW,สาขา:ตกแต่ง
EXISION MASS AT POST AURICULAR UNDER LA,Skin_softtissue
EXPLOR LAP WITH GASTROJEJUNOSTOMY,สาขา:ศัลยกรรมทั่วไป
EXPLOR LAP WITH ROUX-EN-Y HEPATICOJEJUNOSTOMY,สาขา:ศัลยกรรมทั่วไป
EXPLOR LAP+SPLENECTOMY,สาขา:ศัลยกรรมทั่วไป
EXPLOR WOUND WITH REPAIR TENDON,Skin_softtissue
EXPLOR. SCROTUM WITH EXCISION,Uro_other
EXPLORATION WITH MASS REMOVAL,Skin_softtissue
EXPLORE LAP,สาขา:ศัลยกรรมทั่วไป
EXPLORE LAP WITH SMALL BOWEL RESECTION,GI_abdominal
EXPLORE LAPAROTOMY,GI_abdominal
EXPLORE LAPROTOMY WITH ADHESIOLYSIS,สาขา:ศัลยกรรมทั่วไป
EXPLORE RIGHT GROIN WITH LIGATE FISTULA,Vascular_access
EXPLORE WOUND,Skin_softtissue
EXPLORE WOUND (ICD) WITH VATS CLOT REMOVAL,Skin_softtissue
EXPLORE WOUND + EGD,Endoscopy_GI
EXPLORE WOUND +- REVISE STUMP,Skin_softtissue
EXPLORE WOUND AND REMOVE FOREIGN BODY,Skin_softtissue
EXPLORE WOUND LEFT BK STUMP,Skin_softtissue
EXPLORE WOUND RIGHT GROIN,Skin_softtissue
EXPLORE WOUND WITH OPEN DRAINAGE,Skin_softtissue
EXPLORE WOUND WITH RESUTURE,Skin_softtissue
EXPLORED WOUND WITH DEBRIDEMENT AT RT FRONTAL UNDER TIVA***,Skin_softtissue
EXPLORELAP REPAIR BLADDER,สาขา:ทางเดินปัสสาวะ
EXPORELAP FOR SIGMOIDECTOMY WITH HARTMANN'S,Endoscopy_GI
EXTEND SCREW TO L1,สาขา:ประสาทและสมอง
EXTENDED RT HEMICOLECTOMY,GI_abdominal
EXTENDED WHIPPLE OPERATION+ INTRA OP FROZEN SECTION+ IOUS,Hepatobiliary
EX[LOR WOUND +- ANGIOGRAM,Vascular_interv
EYEBROWPLASTY,สาขา:ตกแต่ง
FACE LIFTING,สาขา:ตกแต่ง
FACELIFTING,สาขา:ตกแต่ง
FACIAL NERVE DECOMPRESSION,สาขา:หู คอ จมูก
FACIAL NERVE DECOMPRESSION +- REPAIR,สาขา:หู คอ จมูก
FACIAL NERVE EXPORATION RT.,สาขา:ตกแต่ง
FASCIOTOMY,สาขา:ศัลยกรรมทั่วไป
FCYSTOSCOPY,Cystoscopy_URO
FCYSTOSCOPY เตรียม GUIDE WIRE กับ S-CURVE,Cystoscopy_URO
FCYSTOSCOPY+REMOVE JJ STENT,Cystoscopy_URO
FEEDING GASTROSTOMY,สาขา:ศัลยกรรมทั่วไป
FEEDING JEJUNOSTOMY,สาขา:ศัลยกรรมทั่วไป
FESS,ENT
FESS + SEPTOTURBINOPLASTY+ NAVIGATOR,ENT
FESS + TURBINOPLASTY,ENT
FESS+NAVIGATOR,ENT
FIBER-OPTIC BRONCHOSCOPY,สาขา:หู คอ จมูก
FIEXCIBLE CYSTOSCOPY,Cystoscopy_URO
FIPS,สาขา:ลำไส้ใหญ่และทวารหนัก
FIPS + LIS,Anorectal
FIPS WITH LIS,Anorectal
FIRST STAGE EXCISION PARAFFINOMA,Skin_softtissue
FISLULOGRAM,สาขา:หลอดเลือด
FISTILOGRAM +- PTA,สาขา:หลอดเลือด
FISTILOGRAM+-PTA,สาขา:หลอดเลือด
FISTOLOTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
FISTOLUGRAM +/- PTA (INFLOW),สาขา:หลอดเลือด
FISTULECTOMY,Vascular_access
FISTULGORAM +/- PTA,Vascular_access
FISTULOGRAM,Vascular_access
FISTULOGRAM (LT.),Vascular_access
FISTULOGRAM + BALLOON,Vascular_access
FISTULOGRAM + BALOON ANGIOPLASTY,Vascular_access
FISTULOGRAM + GRAFT THROMBECTOMY +/- PTA,Vascular_access
FISTULOGRAM + OFF TCC LT IJV,Vascular_access
FISTULOGRAM + PTA,Vascular_access
FISTULOGRAM + PTA + STENT,Vascular_access
FISTULOGRAM + PTA +/- STENT,Vascular_access
FISTULOGRAM + PTA LT WRIST,Vascular_access
FISTULOGRAM + PTA LT WRIST UNDER LOCAL,Vascular_access
FISTULOGRAM + PTA WITH STENT,Vascular_access
FISTULOGRAM ++/- PTA,Vascular_access
"FISTULOGRAM +,- PTA",Vascular_access
FISTULOGRAM +- BALLOON ANGIOPLASTY,Vascular_access
FISTULOGRAM +- PTA,Vascular_access
FISTULOGRAM +- PTA BALLOON UNDER LA,Vascular_access
FISTULOGRAM +- PTA LT UPPER ARM,Vascular_access
FISTULOGRAM +- PTA RT,Vascular_access
FISTULOGRAM +- PTA RT ARM,Vascular_access
FISTULOGRAM +- PTA WITH DCB,Vascular_access
FISTULOGRAM +- THROMBECTOMY,Vascular_access
FISTULOGRAM +-PTA,Vascular_access
FISTULOGRAM +/ -PTA +/- STENT,Vascular_access
FISTULOGRAM +/- BALLOON ANGIOPLASTY,Vascular_access
FISTULOGRAM +/- BALLOON VENOPLASTY,Vascular_access
FISTULOGRAM +/- BALLOON VENOPLASTY LT. ARM,Vascular_access
FISTULOGRAM +/- DPTA,Vascular_access
FISTULOGRAM +/- PTA,Vascular_access
FISTULOGRAM +/- PTA (AVF LT.CUBITAL),Vascular_access
FISTULOGRAM +/- PTA +/- STENT,Vascular_access
FISTULOGRAM +/- PTA AVF LT WRIST,Vascular_access
FISTULOGRAM +/- PTA LT CUBITAL AVF,Vascular_access
"FISTULOGRAM +/- PTA LT, ARM",Vascular_access
FISTULOGRAM +/- PTA LT.,Vascular_access
FISTULOGRAM +/- PTA LT.AVF,Vascular_access
FISTULOGRAM +/- PTA RT. CUBITAL,Vascular_access
FISTULOGRAM +/- PTA UNDER LA,Vascular_access
FISTULOGRAM +/- PTA WITH STENT,Vascular_access
FISTULOGRAM +/- PTR LT. AVF,Vascular_access
FISTULOGRAM +/- STENT,Vascular_access
FISTULOGRAM +/-PTA,Vascular_access
FISTULOGRAM +/-PTA AT LOOP AVBG RT.UPPER ARM,Vascular_access
FISTULOGRAM +/-PTA LT WRIST,Vascular_access
FISTULOGRAM C PTA,Vascular_access
FISTULOGRAM C STENT,Vascular_access
FISTULOGRAM LT,Vascular_access
FISTULOGRAM LT ARM,Vascular_access
FISTULOGRAM LT.,Vascular_access
FISTULOGRAM LT. SUBCLAVEIN V,Vascular_access
FISTULOGRAM RT,Vascular_access
FISTULOGRAM WITH BALLOON ANGIOPLASTY,Vascular_access
FISTULOGRAM WITH PTA,Vascular_access
FISTULOGRAM WITH PTA +- STENT,Vascular_access
FISTULOGRAM+ PTA WITH STENT (EVERFLEX 8-9 MM),Vascular_access
FISTULOGRAM+- PTA,Vascular_access
FISTULOGRAM+-PTA,Vascular_access
FISTULOGRAM+-PTA+-LIGATE BRANCH,Vascular_access
FISTULOGRAM+/- PTA,Vascular_access
FISTULOGRAM+/- PTA LT. AVF,Vascular_access
FISTULOGRAM+/-PTA,Vascular_access
FISTULOGRAM+/-PTA LT ARM,Vascular_access
FISTULOGRAM+/-PTA LT.ARM,Vascular_access
FISTULOGRAM+PTA,Vascular_access
FISTULOGRASM +/- PTA,Vascular_access
FISTULOGTRAM +/- PTA,Vascular_access
FISTULOLGRAM +/- PTA,Vascular_access
"FISTULOMY, COLONOSCOPE",Endoscopy_GI
FISTULORAM +/- PTA +/- TCC INSERTION,Vascular_access
FISTULOTOMY,Vascular_access
FISTULOTOMY + EXCISION,Vascular_access
FISTULOTOMY +- FIP,Vascular_access
FISTULOTOMY +- SETON,Vascular_access
FISTULOTOMY +/- MARTIUS FLAP,Vascular_access
FISTULOTOMY/LIFT,Vascular_access
FISTUOGRAM +- PTA,สาขา:หลอดเลือด
FISULOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
FISUTLOGRAM +/- PTA,สาขา:หลอดเลือด
FITSULOGRAM +/- PTA,สาขา:หลอดเลือด
FITULOGRAM +/- PTA,สาขา:หลอดเลือด
FLAP DETACHMENT,Skin_softtissue
FLEX CYSTO,Cystoscopy_URO
FLEX CYSTO WITH DILATE ด้วย TIEMAM,Cystoscopy_URO
FLEX CYSTOSCOPE,Cystoscopy_URO
FLEX CYSTOSCOPY,Cystoscopy_URO
FLEX CYSTOSCOPY +- TURBT UNDER GA,Cystoscopy_URO
FLEX CYSTOSCOPY UNDER LA,Cystoscopy_URO
FLEX CYSTOSOCPE,Cystoscopy_URO
FLEX CYTO,สาขา:ทางเดินปัสสาวะ
FLEX URS + BIOPSY,Cystoscopy_URO
FLEX. CYSTO,Cystoscopy_URO
FLEX. CYSTOSCOPE,Cystoscopy_URO
FLEX. CYSTOSCOPY,Cystoscopy_URO
FLEX. CYSTOSCOPY + CYSTOGRAM,Cystoscopy_URO
FLEX. CYSTOSCOPY + EC,Cystoscopy_URO
FLEX. CYSTOSCOPY + REMOVE DJ STENT,Cystoscopy_URO
FLEX. CYSTOSCOPY + URINE PCR FOR TB + CYTOLOGY,Cystoscopy_URO
FLEX. CYSTOSCOPY +/- BX + URINE AFB,Cystoscopy_URO
FLEX. CYSTOSCOPY WITH IRRIGATE BLADDER,Cystoscopy_URO
FLEX. CYSTOSCOPY WITH REMOVE DJ STENT,Cystoscopy_URO
FLEX. URS + BIOPSY,Cystoscopy_URO
FLEX. URS WITH LASER LITHOTRIPSY,Cystoscopy_URO
FLEX. URSL,สาขา:ทางเดินปัสสาวะ
FLEX.CYSTOSCOPY + REMOVE DJ STENT,Cystoscopy_URO
FLEXBILE CYSTOSCOPY,Cystoscopy_URO
FLEXIBLE CYSTO,Cystoscopy_URO
FLEXIBLE CYSTO OFF LT DJ STENT,Cystoscopy_URO
FLEXIBLE CYSTOCSOPE (SURVEILLANCE),Cystoscopy_URO
FLEXIBLE CYSTOSCOPE,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE (SURVIALLANCE),Cystoscopy_URO
FLEXIBLE CYSTOSCOPE + SURVEILLANCE,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE +- TUR-BT UNDER GA,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE +/- DILATE URETHRA,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE C BLOOD CLOT REMOVAL,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE C DJ STENT REMOVAL,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE C RETAIN FOLEY,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE C STOP BLEEDING,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE OFF DJ STENT,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE UNDER LA,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE WITH DILATE,Cystoscopy_URO
FLEXIBLE CYSTOSCOPE+CHANGE CYSTOSTOMY,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY (SURVEILLACE),Cystoscopy_URO
FLEXIBLE CYSTOSCOPY (SURVEILLANCE),Cystoscopy_URO
FLEXIBLE CYSTOSCOPY (SURVEILLANCE) +/- RT. DJ STENT PLACEMENT,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY (SURVEILLNACE),Cystoscopy_URO
FLEXIBLE CYSTOSCOPY + CHANGE RT. DJ STENT,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY + DILATE URETHRA,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY +/- DILATE URETHRA,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY +/- DILATE URETHRA (LA),Cystoscopy_URO
FLEXIBLE CYSTOSCOPY +/- DILATE URETHRA + RETAIN FOLEY CATHETER.,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY C DJ STENT REMOVAL,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY UNDER LA,Cystoscopy_URO
FLEXIBLE CYSTOSCOPY(SURVEILLANCE),Cystoscopy_URO
FLEXIBLE CYSTOSCPOPY,Cystoscopy_URO
FLEXIBLE CYSTOSOCPE,Cystoscopy_URO
FLEXIBLE CYSTOTSCOPY (SURVEILLANE),Cystoscopy_URO
FLEXIBLE CYSTSCOPY,สาขา:ทางเดินปัสสาวะ
FLEXIBLE CYSTSOCPY +/- DILATE URETHRA,สาขา:ทางเดินปัสสาวะ
FLEXIBLE SIGMIDOSCOPY + TISSUE BX,สาขา:ลำไส้ใหญ่และทวารหนัก
FLEXIBLE SIGMOIDOSCOPY,Endoscopy_GI
FLEXIBLE URETEROSCOPE,Cystoscopy_URO
FLEXIBLE URETEROSCOPE WITH RE-TUR-BT,Cystoscopy_URO
FLEXIBLE URS,Cystoscopy_URO
FLEXIBLE URS + LASER LITHOTRIPSY,Cystoscopy_URO
FLEXIBLE URS BX,Cystoscopy_URO
FLEXIBLE URSL + DJ STENT,Vascular_interv
FLEXIBLE URSL RT,สาขา:ทางเดินปัสสาวะ
FLEXIBLE URSL+LASER,สาขา:ทางเดินปัสสาวะ
FLEXIBLECYSTOSCOPY,Cystoscopy_URO
FLEXICLE CYSTOSCOPY,Cystoscopy_URO
FOL + OFF TUBE +- TRACHEOSTOMY,Tracheostomy
FOL +- OFF TUBE +- TRACHEOSTOMY,Tracheostomy
FOL C OFF ET TUBE +/- TRACHEOSTOMY,Tracheostomy
FOREFOOT AMPUTATION,สาขา:หลอดเลือด
"FR NOSE , TONSILLECTOMY+ BSP+ MODIFIED CAPSO",ENT
FRENULECTOMY,สาขา:ทางเดินปัสสาวะ
FRENULECTOMY ( FRENECTOMY OR FRENOTOMY ) - SEPERATE PROCEDURE,สาขา:ศัลยกรรมเด็ก
FRONTAL CRANIECTOMY C TUMOR REMOVAL C CRANIOPLASTY,Neuro_cranial
FRONTAL OSTEOTOMY,สาขา:ตกแต่ง
FRONTAL SLING,สาขา:ตกแต่ง
FROZEN SECTION BILATERAL NECK LYMPH NODES WITH +/- COMPLETION THYROIDECTOMY +/- BILAT. MRND,Thyroid_neck
FROZEN SECTION RIGHT LN WITH +/- MRND,สาขา:ศัลยกรรมทั่วไป
FTSG AT LT LOWER EYELID C LATERAL CANTHOPEXY,Blepharoplasty
FULL FACE LIFT,สาขา:ตกแต่ง
FULL FACE LIFT+NECK LIFT+FACIAL FAT GRAFT+DIRECT BROW LIFT,สาขา:ตกแต่ง
"FULL FACE LIFT, GA",สาขา:ตกแต่ง
FULL FACE LIFTING,สาขา:ตกแต่ง
GASTRECTOMY,GI_abdominal
GASTRO + COLONOSCOPE,Endoscopy_GI
GASTRO+ COLONOSCOPE,Endoscopy_GI
GASTRO+ COLONOSCPE,สาขา:ศัลยกรรมทั่วไป
GASTRO+CLONOSCOPE,สาขา:ศัลยกรรมทั่วไป
GASTRO+COLONOSCOPE,Endoscopy_GI
GASTRO+COLONSOCOPE,สาขา:ศัลยกรรมทั่วไป
GASTROSCYSTOSCOPY,Cystoscopy_URO
GASTROSTOMY,สาขา:ศัลยกรรมทั่วไป
GASTRO_COLONOSCOPE,Endoscopy_GI
GRAFT REMOVAL WITH REPAIR BRACHIAL ARTERY,Skin_softtissue
GRAFT THROMBECTOMY,Vascular_interv
GRAFT THROMBECTOMY WITH BALLOON VENOPLASTY,Vascular_interv
GROIN NODE DISECTION,สาขา:ตกแต่ง
HALFMOON SHEATH WITH FOLEY INSERTION,สาขา:ทางเดินปัสสาวะ
HEMILAMINECTOMY L4 WITH CYST REMOVAL,Spine
HEMORRHIODECTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
HEMORRHIODECTOMY + EGD&COLONOSOCPY,Endoscopy_GI
HEMORRHOID,Anorectal
HEMORRHOIDECOTMY,Anorectal
HEMORRHOIDECTOMY,Anorectal
"HEMORRHOIDECTOMY , CAUTERY",Anorectal
HEMORRHOIDECTOMY : ใช้ LIGASURE,Anorectal
HEMORRHOIDECTOMY AND POLYPECTOMY,Anorectal
HEMORRHOIDECTOMY WITH EXCISION SKIN TAG,Anorectal
HEMORROIDECTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
HEMORROIDECTOMY + POLYPECTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
HIFU + BREAST AUGMENTATION,Breast
HIFU RIGHT THYROID MASS UNDER GA,Thyroid_neck
HIGH LIGAITON WITH VENOUS STRIPPING WITH PHLEBECTOMY LT LEG,สาขา:หลอดเลือด
HIGH LIGATIOIN WITH VENOUS STRIPPING RT.LEG + PHLEBECTOMY,สาขา:ศัลยกรรมทั่วไป
HIGH LIGATION + VENOUS STRIPPING RT LEGS,สาขา:หลอดเลือด
HIGH LIGATION WITH VENOUS STRIPPING + PHLEBECTOMY LT LEG,สาขา:หลอดเลือด
HIGH LIGATION WITH VENOUS STRIPPING LT LEG,สาขา:หลอดเลือด
HIGH LIGATION WITH VENOUS STRIPPING WITH PHLEBECTOMY LT LEG,สาขา:หลอดเลือด
HIGH LIGATION WITH VENOUS STRIPPING WITH PHLEBECTOMY WITH SPJ LIGATION,สาขา:หลอดเลือด
HIGH PSA,สาขา:ทางเดินปัสสาวะ
HL C VENOUS STRIPPING C STAB AVULSION LT LEG,สาขา:ศัลยกรรมทั่วไป
HL WITH VS LT LEG,สาขา:หลอดเลือด
HL WITH VS OF LT LEG,สาขา:หลอดเลือด
HL WITH VS WITH MULTIPLE PHLEBECTOMY LT LEG,สาขา:หลอดเลือด
HL+VENOUS STRIPPING+STAB AVULSION BOTH LEGS,สาขา:หลอดเลือด
HYBRID-VATS DECORTICATION RIGHT CHEST(ON DOUBLE LUMEN TUBE),สาขา:โรคหัวใจ
HYDROCELECTOMY,Uro_other
I & D,สาขา:ลำไส้ใหญ่และทวารหนัก
I & D +- DEBRIDEMENT,Skin_softtissue
I AND D,สาขา:ลำไส้ใหญ่และทวารหนัก
I AND D LT. PINNA,Skin_softtissue
I&D,Skin_softtissue
I&D (TRANSCERVICAL),สาขา:หู คอ จมูก
I&D EXFCISION,สาขา:ตกแต่ง
I&D UNDER GA,สาขา:หู คอ จมูก
I&D VIA ORAL CAVITY UNDER LA,สาขา:หู คอ จมูก
"I&D, DL+BX",สาขา:หู คอ จมูก
I/D,สาขา:ศัลยกรรมทั่วไป
IAND D AND EXCISION,Skin_softtissue
IMF,สาขา:ตกแต่ง
"IMPALNT RECONSTRUCTION OF LEFT BREAST , RIGHT BREAST LIFT",Breast
IMPLANT REMOVAL BOTH BREAST,Breast
INCIONAL BX.,สาขา:ตกแต่ง
INCISION & DRAIN,สาขา:ลำไส้ใหญ่และทวารหนัก
INCISION AND DRAIN,ENT
INCISION AND DRAINAGE,สาขา:หู คอ จมูก
INCISION AND DRAINAGE OF TONSIL AND PERITONSILLAR STRUCTURES,ENT
INCISION BIOPSY,Skin_softtissue
INCISION BX,สาขา:หู คอ จมูก
"INCISION OF MOUTH, UNSPECIFIED STRUCTURE",สาขา:หู คอ จมูก
INCISION OF SALIVARY GLAND OR DUCT,ENT
INCISION OR EXCISION OF PERIANAL TISSUE,Skin_softtissue
INCISIONAL BIOPSY,Skin_softtissue
INCISIONAL BIOPSY BILAT LN WITH RT PERITONSILLAR BIOPSY UNDER LA,ENT
INCISIONAL BIOPSY UNDER GA,Skin_softtissue
INCISIONAL BIOPSY UNDER LA,Skin_softtissue
INCISIONAL BIOSY AT LT NECK,สาขา:ศัลยกรรมทั่วไป
INCISIONAL BX,สาขา:ทางเดินปัสสาวะ
INCISIONAL BX (LA),สาขา:หู คอ จมูก
INCISIONAL BX UNDER LA,สาขา:ตกแต่ง
INCISIONAL BX.,สาขา:ตกแต่ง
INCISIONAL URETHROTOMY,สาขา:ทางเดินปัสสาวะ
INFERIOR ORBITAL WALL RECONSTRUCTION C TITATNIUM MESH,สาขา:ตกแต่ง
INGUINAL ORCHIECTOMY,Uro_other
INISIONAL BIOPSY,Skin_softtissue
INSERT DJ STENT,Vascular_interv
INSERT TCC RT. IJV,Central_line
INSERT U-CATH UNDER LOCAL,สาขา:ทางเดินปัสสาวะ
INSERTION OF ENDOTRACHEAL TUBE,สาขา:หู คอ จมูก
INSERTION PERM CATH,Vascular_access
INTERMAXILLARY FIXATION(IMF),สาขา:ตกแต่ง
INTERNAL URETHROTOME WITH TURP WITH FLEXIBLE CYSTOSCOPE,Cystoscopy_URO
INTERNAL URETHROTOMY,สาขา:ทางเดินปัสสาวะ
INTERPOSITION LEFT AVBG UPPERARM,Vascular_access
INTERSPHINCTERIC DRAINAGE,สาขา:ลำไส้ใหญ่และทวารหนัก
INTERSPHINCTERIC DRAINAGE WITH FISTULOTOMY,Vascular_access
INTERVAL LAP APPENDECTOMY,GI_abdominal
INTERVAL OPEN APPENDECTOMY,GI_abdominal
INTRAANAL FISTULOTOMY,Vascular_access
INTRAANAL FISTULOTOMY WITH CLOSURE IO WITH TUBE DRAIN,Vascular_access
INTRAOP VENOGRAM+- PERM CATH INSERTION,Vascular_access
INTRAOPERATIVE COLONOSCOPY + OPEN SIGMOIDECTOMY,Endoscopy_GI
IOUS+CAUDATE RESECTION +S2 ANATOMICAL RESECTION,สาขา:ตับ/ตับอ่อน/ทางเดินน้ำดี
IPOM,สาขา:ศัลยกรรมทั่วไป
IRRIGATE WOUND,Skin_softtissue
IRRIGATE WOUND +- SUTURE,Skin_softtissue
IVC FILTER,สาขา:หลอดเลือด
IVC FILTER REMOVAL,สาขา:หลอดเลือด
K- WIRE FIXATION,สาขา:ตกแต่ง
KARIDAKIS,สาขา:ลำไส้ใหญ่และทวารหนัก
KARYDAKIS OPERATION,สาขา:ลำไส้ใหญ่และทวารหนัก
KARYDAKIS PROCEDURE,สาขา:ลำไส้ใหญ่และทวารหนัก
KARYDAKYS PROCEDURE,สาขา:ลำไส้ใหญ่และทวารหนัก
KIDNEY TRANSPLANT,สาขา:หลอดเลือด
KIDNEY TRANSPLANTATION,สาขา:ศัลยกรรมทั่วไป
KISSING STENT,Vascular_interv
KISSING STENT BOTH CIA C RT EIA AND RT SFA PTA+BALLOON ANGIOPLASTY+/-STENT,Vascular_interv
KT,สาขา:ศัลยกรรมทั่วไป
KYPHOPLASTY T12,สาขา:ประสาทและสมอง
L,ENT
L1-5 LAMINECTOMY C PDS FIXATION,Spine
L2-3 LAMINECTOMY WITH L2-5 PDS FIXATION,Spine
L2-3-4 FIXATION,สาขา:ประสาทและสมอง
L2-5 LAMINECTOMY WITH PDS FIXATION,Spine
L2-5 LAMINECTOMY WITH PDS FIXATION L2-5,Spine
L2-5 PDS FIXATION,สาขา:ประสาทและสมอง
L2-S1 LAMINACTOMY C PDS FIXATION,สาขา:ประสาทและสมอง
L2-S1 LAMINECTOMY C PDS FIXATION,Spine
L2-S1 LAMINECTOMY WITH PDS FIXATION,Spine
"L3,4,5 LAMINECTOMY C PDS FIXATION",Spine
L3-4 LAMINECTOMY WITH L3-S1 PDS FIXATION,Spine
L3-4-5 LAMINECTOMY WITH DISCECTOMY WITH PDS FIXATION,Spine
L3-4-5 LAMINECTOMY WITH PDS FIXATION (MIS SCREW),Spine
L3-5 LAMINECTOMY C NERVE ROOT DECOMPRESSION C PDS FIXATION,Spine
L3-5 LAMINECTOMY C PDS FIXATION,Spine
L3-5 LAMINECTOMY WITH PDS FIXATION,Spine
L3-5 MIS PDS C LAMINECTOMY,Spine
L3-S1 LAMINECTOMY C PDS FIXATION,Spine
L3-S1 PDS FIXATION WITH L5-S1 DISECTOMY,สาขา:ประสาทและสมอง
L345 LAMINECTOMY WITH PDS FIXATION,Spine
L4 LAMINECTOMY C L3-5 PDS FIXATION,Spine
L4-5 LAMINECTOMY C PDS FIXATION,Spine
L4-5 LAMINECTOMY WITH DISCECTOMY + PDS FIXATION,Spine
L4-5 LAMINECTOMY WITH DISCECTOMY + PDS FIXATION + TLIF,Spine
L4-5 LAMINECTOMY WITH DISECTOMY + PDS FIXATION,Spine
L4-5 LAMINECTOMY WITH NERVE ROOT DECOMPRESSION+ PDS FIXATION,Spine
L4-5 MIS TLIF,Spine
L4-S1 LAMINECTOMY + PDS FIXATION,Spine
L4-S1 LAMINECTOMY C PDS FIXATION,Spine
L4-S1 LAMINECTOMY WITH DISCECTOMY + PDS FIXATION,Spine
L4-S1 LAMINECTOMY WITH DISSECTOMY + PDS FIXATION +- TLIF,Spine
L4-S1 LAMINECTOMY WITH PDS FIXATION,Spine
L4-S1 LAMINECTOMY WITH PDS FIXATION (+- TLIF),Spine
L4/5 DECOMPRESSION,สาขา:ประสาทและสมอง
L4/5 PDS +MIS LAMINECTOMY,Spine
L4/5 S5/S1 PDS C LAMINECTOMY OPEN PRODOT,Spine
L45 LAMINECTOMY C PDS FIXATION,Spine
L45 LAMINECTOMY WITH PDS SCREW FIXATION,Spine
LAINECTOMY W PDS FIXATION L 2345,สาขา:ประสาทและสมอง
LAMINECTOMNY L4-5 C DISSECTOMY C PDS FIXATION,Spine
LAMINECTOMY + FIXATION L4-5,Spine
LAMINECTOMY + PDS FIXATION L4-5-S1,Spine
"LAMINECTOMY +PDS L3-4,4-5",Spine
LAMINECTOMY BW PDS FIXATION L 345,Spine
LAMINECTOMY C BIOPSY C SCREW T1-3 C NAVIGATION,Spine
LAMINECTOMY C DISCECTOMY AND PDS FIXATION L3-4-5,Spine
LAMINECTOMY C DISCECTOMY L4-5 C PDS FIXATION,Spine
LAMINECTOMY C DISSECTOMY C PDS FIXATION L3-4-5,Spine
LAMINECTOMY C FIXATION C TUMOR REMOVAL L1-4,Spine
LAMINECTOMY C NERVE ROOT DECOMPRESSION,Spine
LAMINECTOMY C PDS,Spine
LAMINECTOMY C PDS FIXATION,Spine
LAMINECTOMY C PDS FIXATION L 1-3 C DISECTOMY L2-3 PRODORTH,Spine
LAMINECTOMY C PDS FIXATION L 345 (MIS),Spine
LAMINECTOMY C PDS FIXATION L1-5-S1,Spine
LAMINECTOMY C PDS FIXATION L2-5,Spine
LAMINECTOMY C PDS FIXATION L2-5 MIS,Spine
LAMINECTOMY C PDS FIXATION L2-5 PRODORTH,Spine
LAMINECTOMY C PDS FIXATION L2-S1,Spine
LAMINECTOMY C PDS FIXATION L2345,Spine
LAMINECTOMY C PDS FIXATION L2345S1,Spine
LAMINECTOMY C PDS FIXATION L3-4,Spine
LAMINECTOMY C PDS FIXATION L3-4-5-S1,Spine
LAMINECTOMY C PDS FIXATION L3-4-5-S1 MIS,Spine
LAMINECTOMY C PDS FIXATION L3-5,Spine
LAMINECTOMY C PDS FIXATION L3-L5,Spine
LAMINECTOMY C PDS FIXATION L3-S1,Spine
