variant,canonical
MASS AT BLADDER WALL,MASS AT BLADDER WALL
CA PROSTATE WITH LEFT PCN,CA PROSTATE WITH LEFT PCN
BLADDER NODULE,BLADDER NODULE
LT INTRASCROTAL CYST WITH PENILE MASS,LT INTRASCROTAL CYST WITH PENILE MASS
S P CYSTOLITHOTOMY,S P CYSTOLITHOTOMY
C5 SPINAL METASTASIS WITH CORD COMPRESSION,C5 SPINAL METASTASIS WITH CORD COMPRESSION
RIGHT FRONTOPARIETAL SKULL TUMOR WITH LEFT HEMIPARESIS,RIGHT FRONTOPARIETAL SKULL TUMOR WITH LEFT HEMIPARESIS
GLIOMA LEFT INSULAR LOBE,GLIOMA LEFT INSULAR LOBE
CLI S P BYPASS SX,CLI S P BYPASS SX
TAIL OF PANCREAS CANCER,TAIL OF PANCREAS CANCER
GIANT AVF RT CUBITAL WITH THROMBOPHLEBITIS,GIANT AVF RT CUBITAL WITH THROMBOPHLEBITIS
CLI RT FOOT WITH DRY GANGRENE AT TOES,CLI RT FOOT WITH DRY GANGRENE AT TOES
CLI RIGHT LEG FEMEROPOPLITEAL OCCLUSIVE DISEASE,CLI RIGHT LEG FEMEROPOPLITEAL OCCLUSIVE DISEASE
HIGH PSA 89 3,HIGH PSA 89 3
R O MASS AT DESCENDING COLON,R O MASS AT DESCENDING COLON
CA RECTUM S P LAR AT 2013,CA RECTUM S P LAR AT 2013
SEVERE DYSPEPSIA DYSPHAGIA,SEVERE DYSPEPSIA DYSPHAGIA
SUBMUCOSAL MASS AT RECTUM,SUBMUCOSAL MASS AT RECTUM
LGIB WITH INTERNAL HEMORRHOID,INTERNAL HEOMORRHOID LGIB
ABNORMAL RECTAL WALL THICKENING,ABNORMAL RECTAL WALL THICKENING
CA SIGMOID CANCER,SIGMOID CANCER
PELVIC FLOOR DYSSENERGIA,PELVIC FLOOR DYSSENERGIA
CA LUNG WITH PLANNED FOR CHEMOTHERAPY,CA LUNG WITH PLANNED FOR CHEMOTHERAPY
SUPPURATIVE HIDRADENITIS LT BUTTOCK,SUPPURATIVE HIDRADENITIS LT BUTTOCK
CA UPPER RECTAM,CA UPPER RECTUM
CA PANCREASE,CA PANCREAS
CYSTOSCOPY WITH IRRIGATION BLOOD CLOTT,CYSTOSCOPY WITH IRRIGATION BLOOD CLOTT
R O TCC RT RENAL PELVIS,R O TCC RT RENAL PELVIS
HEMATURIA LUTS,HEMATURIA LUTS
R O CA DESCENDOSIGMOID COLON WITH COLONIC OBSTRUCTION,R O CA DESCENDOSIGMOID COLON WITH COLONIC OBSTRUCTION
SUSPECTED GI LESION,SUSPECTED GI LESION
APPENDICEAL ABSCESS S P PCD,APPENDICEAL ABSCESS S P PCD
DIVERTICULAR DISEASE OF LARGE INTESTINE WITHOUT PERFORATION OR ABSCESS,DIVERTICULAR DISEASE OF LARGE INTESTINE WITHOUT PERFORATION OR ABSCESS
CA LOWER RECTUM > SURVEILLANCE,CA LOWER RECTUM > SURVEILLANCE
L4 5 SPINAL STENOSIS C RADICULOPATHY C BOWEL BLADDER DYSFUNCTION,L4 5 SPINAL STENOSIS C RADICULOPATHY C BOWEL BLADDER DYSFUNCTION
BURST FX L1,BURST FX L4
RUPTURED DISC L4 5 WITH CAUDA EQUINA SYNDROME,RUPTURED DISC L4 5 WITH CAUDA EQUINA SYNDROME
LEFT BREAST CANCER S P NEOADJUVANT CMT,LEFT BREAST CANCER S P NEOADJUVANT CMT
LT PAP THYROID CANCER,LT PAP THYROID CANCER
RT THYROID NODULE AUS,RT THYROID NODULE
MULTINODULE GOITER,MULTINODULAR GOITER
ESRD WITH THROMBOSED AVF LEFT CUBITAL,ESRD WITH THROMBOSED AVF LT CUBITAL
SACCULAR ANEURYSM AT INFRARENAL AORTA,SACCULAR ANEURYSM AT INFRARENAL AORTA
R O CEPHALIC VEIN STENOSIS AT LT AVF,R O CEPHALIC VEIN STENOSIS AT LT AVF
SPONTANEOUS PNEUMOTHORAX,RT SPONTANEOUS PNEUMOTHORAX
RECURRENT NSCLC LUL,RECURRENT NSCLC LUL
MULTIPLE SUBCUTANEOUS MASS AT RT ARM,MULTIPLE SUBCUTANEOUS MASS AT RT ARM
CHRONIC CHOLECCYSTITIS,CHRONIC CHOLECYSTITIS
INFECTED WOUND LT LEG S P AMPUTATION,INFECTED WOUND LT LEG S P AMPUTATION
CONSTIPATION HEMORRHOID,CONSTIPATION HEMORRHOID
BILIARY PANCRETITIS,BILIARY PANCRETITIS
POSITIVE STOOL OCCULT BLOOD,STOOL OCCULT BLOOD POSITIVE
CA SIGMOID WWITH COLOVESICAL FISTULA,CA SIGMOID WWITH COLOVESICAL FISTULA
GS ADENOMYOMATOSIS,ADENOMYOMATOSIS
PATHOLOGIC NIPPLE DISCHARGE RT BREAST LESION R6,PATHOLOGIC NIPPLE DISCHARGE RT BREAST LESION R6
RIGHT THYROID NODULE WITH TRACHEAL COMPRESSION,RIGHT THYROID NODULE WITH TRACHEAL COMPRESSION
RIGHT CA BREAST S P MASECTOMY WITH IMPLANT AND POSTIVE NIPLE MARGIN,RIGHT CA BREAST S P MASECTOMY WITH IMPLANT AND POSTIVE NIPLE MARGIN
IDC LEFT BREAST,LEFT CA BREAST
RT BREAST MASS WITH PATHOLOGICAL DISCHARGE R8,RT BREAST MASS WITH PATHOLOGICAL DISCHARGE R8
COLITIS,COLITIS
PYLORIC THICKENING R O CANCER,PYLORIC THICKENING R O CANCER
DYSPHAGIA WITH WEIGHT LOSS,DYSPHAGIA WEIGHT LOSS
RIGHT PSOAS ABCESS,RIGHT PSOAS ABCESS
RECTAL INJURY S P PRIMARY REPAIR,RECTAL INJURY S P PRIMARY REPAIR
MASS L10,MASS L10
RT BREAST MASS DISCORDANT,DISCORDANT RIGHT BREAST MASS
ABNORMAL CACIFICATION LEFT BREAST,ABNORMAL CALCIFICATION OF LEFT BREAST
PLEOMORPHIC CALCIFICATION RT,PLEOMORPHIC CALCIFICATION RT
DISCORDANT LESION R9 R O CANCER,DISCORDANT LESION R9 R O CANCER
RIGHT CA BRAST,RIGHT CA BREAST
LIPOMA POSTERIOR NECK,LIPOMA POSTERIOR NECK
PERIANAL ABSCESS WITH FIA,PERIANAL ABSCESS WITH FIA
SUBSIDE CHOLECYSTITIS CBD SLUDGE S P ERCP 3 11 64,SUBSIDE CHOLECYSTITIS CBD SLUDGE S P ERCP 3 11 64
CA OVARY PLAN CHEMOTHERAPY,CA OVARY PLAN CHEMOTHERAPY
LARGE GALLSTONE,LARGE GALLSTONE
LEFT THYROID CANCER S P LEFT THYROIDECTOMY,LEFT THYROID CANCER S P LEFT THYROIDECTOMY
CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS,CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS
L2 3 SPONDYLOSIS,L2 3 SPONDYLOSIS
SECONDARY HPTH WITH CAD,SECONDARY HPTH WITH CAD
SECONDARY HPTH ECTOPIC MEDIASTINAL PARATHYROID GLAND HYPERPLASIA,SECONDARY HPTH ECTOPIC MEDIASTINAL PARATHYROID GLAND HYPERPLASIA
RECTAL UTERINE PROLAPSE,RECTAL UTERINE PROLAPSE
HEMORRHAGIC CHOLECYSTITIS WITH CHOLANGITIS,HEMORRHAGIC CHOLECYSTITIS WITH CHOLANGITIS
RT NECK MASS R O LIPOSARCOMA,RT NECK MASS R O LIPOSARCOMA
ASYMPTOMATIC SECONDARY HPTH,ASYMPTOMATIC SECONDARY HPTH
GB POLYP >1CM,GB POLYP >1CM
RECURRENT LEFT IIH,RECURRENT LT IIH
ITP WITH PERSISTENT THROMBOCYTOPENIA,ITP WITH PERSISTENT THROMBOCYTOPENIA
LARGE MNG C HYPERTHYROIDISM,LARGE MNG C HYPERTHYROIDISM
GRAEVS'DISEASE,GRAEVS'DISEASE
CHRONIC SDH,RT CHRONIC SDH
C5 METASTASIS S P C5 CORPECTOMY C ANTERIOR PLATE SCREW FIXATION C PROGRESSIVE CORD COMPRESSION,C5 METASTASIS S P C5 CORPECTOMY C ANTERIOR PLATE SCREW FIXATION C PROGRESSIVE CORD COMPRESSION
HNP L2 3 4,HNP L2 3 4
OSSIFICATION OF YELLOW LIGAMENT T10 11,OSSIFICATION OF YELLOW LIGAMENT T10 11
RT PCOM ANEURYSM RUPTURE,RT PCOM ANEURYSM RUPTURE
PROLONGED INTUBATION WITH HX OF COVID 19 DETECTED LAST SWOB COVID 19 26 7 64: NOT DETECTED,PROLONGED INTUBATION WITH HX OF COVID 19 DETECTED LAST SWOB COVID 19 26 7 64: NOT DETECTED
THYROID NODULE BOTH LOBES AUS R O CA THYROID,THYROID NODULE BOTH LOBES AUS R O CA THYROID
PRIMARY HYPERPARATHYROID DDX PRIMARY PARATHYROID CARCINOMA AT LEFT UPPER GLAND,PRIMARY HYPERPARATHYROID DDX PRIMARY PARATHYROID CARCINOMA AT LEFT UPPER GLAND
R O THYROID CANCER WITH LYMPH NODE METASTASIS BILATERAL SIDE,R O THYROID CANCER WITH LYMPH NODE METASTASIS BILATERAL SIDE
BLEEDING HEMORRHOID C HX HEMORRHAGIC SHOCK,BLEEDING HEMORRHOID C HX HEMORRHAGIC SHOCK
RECURRENT FIA,RECURRENT FIA
HIGH RISK BREAST LUMP,HIGH RISK BREAST LUMP
ITHT WITH REDUNDANT SOFT PALATE AND UVULA,ITHT WITH REDUNDANT SOFT PALATE AND UVULA
POSTTONSILLECTOMY BLEEDING,POSTTONSILLECTOMY BLEEDING
NF LEFT LEG S P STSG,NF LEFT LEG S P STSG
C1 2 MENINGIOMA,C1 2 MENINGIOMA
C3 4 SPONDYLOSIS,C SPONDYLOSIS
L4 5 SPONDYLOLISTHESIS WITH RADICULOPATHY,L4 5 SPONDYLOLISTHESIS WITH RADICULOPATHY
L3 4 5 STENOSIS,L3 4 5 STENOSIS
HERNIATED DISC AT L5 S1,HERNIATED DISC AT L5 S1
SCALP MASS WITH DURAL OPENING,SCALP MASS WITH DURAL OPENING
T12 L1 TUMOR,T12 L1 TUMOR
LT CHRONIC SUBDURAL HEMORRAHGE,LT CHRONIC SUBDURAL HEMORRAHGE
L3 5 SPONDYLOSIS WITH RADICULOPATHY,C5 6 SPONDYLOSIS WITH RADICULOPATHY
RECURRENT OLFACTORY SCHWANNOMA,RECURRENT OLFACTORY SCHWANNOMA
LEFT FRONTAL BRAIN ABSCESS,LEFT FRONTAL BRAIN ABSCESS
ATYPICAL DUCTAL HYPERPLASTIS RT BREAST R12,ATYPICAL DUCTAL HYPERPLASTIS RT BREAST R12
RIGHT BREAST MASS R O PHYLLODES TUMOR,RIGHT BREAST MASS R O PHYLLODES TUMOR
CLI AT LT LEG WITH WET GANGRENE LT HEEL,CLI AT LT LEG WITH WET GANGRENE LT HEEL
CHRONIC OSTEOMYELITIS RIGHT BIGTOE,CHRONIC OSTEOMYELITIS RIGHT BIGTOE
POST RENAL TRANSPLANT,POST RENAL TRANSPLANT
BILATERAL RC LT UC,BILATERAL RC LT UC
R O PENILE CANCER,R O PENILE CANCER
PENILE ADHESION SKIN BRIDGE,PENILE ADHESION SKIN BRIDGE
R O RT TESTICULAR TUMOR,R O RT TESTICULAR TUMOR
R O LEFT TESTICULAR TB,R O LEFT TESTICULAR TB
RT TESTICULAR MASS WITH HIGH TUMOR MARKER,RT TESTICULAR MASS WITH HIGH TUMOR MARKER
TORUS PALATINUS,TORUS PALATINUS
RT BUCCAL MASS,RT BUCCAL MASS
SCCA RT NECK NODE,SCCA RT NECK NODE
RESIDUAL FUNGAL RT MAXILLARY SINUSITIS,RESIDUAL FUNGAL RT MAXILLARY SINUSITIS
RESIDUAL INVERTED PAPILLOMA,RESIDUAL INVERTED PAPILLOMA
CHRONIC TONSILLLITIS,CHRONIC TONSILLITIS
CHOLEATEATOMA RT EAR,CHOLESTEATOMA LT EAR
APPENDICEAL PHEGMON CECAL MASS,APPENDICEAL PHEGMON CECAL MASS
TRANSVERSE DIVERTICULOSIS,TRANSVERSE DIVERTICULOSIS
METASTATIC NERVUS,METASTATIC NERVUS
CHRONIC WOUND LEFT LEG,CHRONIC WOUND LEFT LEG
NF LFT LEG S P STSG,NF LT LEG S P STSG
4TH RT PROXIMAL PHALANGE FRACTURE,4TH RT PROXIMAL PHALANGE FRACTURE
LT UVJ STONE 8 MM,LT UVJ STONE 8 MM
LT THYROID NODULE R O THYROID CANCER AUS,RT THYROID NODULE LT R O THYROID CANCER
PRIMARY HPTH,PRIMARY HPTH
CA PANCREATIC HEAD WITH DUODENAL OBSTRUCTION,CA PANCREATIC HEAD WITH DUODENAL OBSTRUCTION
CLI LEFT LEG SEVERE STENOSIS LEFT DISTAL SFA PA,CLI LEFT LEG SEVERE STENOSIS LEFT DISTAL SFA PA
COLONIC OBSTRUCTION R O CA HEPATIC FLEXURE,COLONIC OBSTRUCTION R O CA HEPATIC FLEXURE
PARAUMBILICAL HERNIA,UMBILICAL HERNIA
NF RIGHT LEG,NF RIGHT LEG
ANOGENITAL WART,ANOGENITAL WART
RIGHT INCARCERATED HERNIA,RT INCARCERATED HERNIA
CA RECTUM WITH SYNCHRONUS SIGMOID,CA RECTUM WITH SYNCHRONUS SIGMOID
CA SIGMPOID COLON,CA SIGMOID COLON
INFRARENAL AAAS,INFRARENAL AAA
THROMBOSE AFBG RT CUBITAL,THROMBOSED AVF LT CUBITAL
R O INSTENT RESTENOSIS AT LT SUBCLAVIAN V,R O INSTENT RESTENOSIS AT LT SUBCLAVIAN V
URETHRAL STRICTURE GROSS HEMATURIA,URETHRAL STRICTURE GROSS HEMATURIA
LT DJ STENTING,LT DJ STENTING
RT CALCULI,RT CALCULI
HEMATURTIA,HEMATURIA
HIGH PSA 107,HIGH PSA 10 2
RECURRENT UTI WITH SEPSIS,RECURRENT UTI WITH SEPSIS
LEFT RC,LEFT RC
RT HYDRONEPHROSIS AKI ONTOP CKD,RT HYDRONEPHROSIS AKI ONTOP CKD
CA PORSTATE WITH BONE METASTASIS AKI ONTOP CKD,CA PORSTATE WITH BONE METASTASIS AKI ONTOP CKD
R O ADVANCED STAGE CA PROSTATE,R O ADVANCED STAGE CA PROSTATE
BOWEL HABIR CHANGE,BOWEL HABIT CHANGE
CA RECTUM C METASTASIS,CA RECTUM C METASTASIS
CAF SENTINEL PILE,CAF SENTINEL PILE
CA SIGMOID S P LAR,CA SIGMOID S P LAR
SIGNIFICANT BOWEL HABIT CHANGE R O CANCER,SIGNIFICANT BOWEL HABIT CHANGE R O CANCER
FAP S P TOTAL PROCTOCOLECTOMY,FAP S P TOTAL PROCTOCOLECTOMY
SPLENIC RUPTURE,SPLENIC RUPTURE
CHRONIC CHOLECYSTITIS S P MRCP NO CBD STONE,CHRONIC CHOLECYSTITIS S P MRCP NO CBD STONE
CONN SYNDROME FUNCTIONING TUMOR RIGHT ADRENAL GLAND,CONN SYNDROME FUNCTIONING TUMOR RIGHT ADRENAL GLAND
MULTIPLE THYROID NODULE R O THYROID CANCER AUS,MULTIPLE THYROID NODULE R O THYROID CANCER AUS
APPENDICEAL ABSCESS,APPENDICEAL ABCESS
ESRD WITH ANEURYSM WITH SKIN NECROSIS,ESRD WITH ANEURYSM WITH SKIN NECROSIS
ASYMPTOMATIC AAA,ASYMPTOMATIC AAA
INFECT AVBG,INFECT AVBG
LT SPONTANEOUS PNEUMOTHORAX RECURRENT,LT SPONTANEOUS PNEUMOTHORAX RECURRENT
RT SPONTANEOUS PNEUMOTHORAX WITH PERSISTENT AIR LEAKAGE,RT SPONTANEOUS PNEUMOTHORAX WITH PERSISTENT AIR LEAKAGE
INTERSPHINCTERIC ABSCESS,INTERSPHINCTERIC ABSCESS
LARGE SUPRAPUBIC MASS,LARGE SUPRAPUBIC MASS
CHRNIC ANAL FISSURE,CHRONIC ANAL FISSURE
CA NASOPHARYNX,CA NASOPHARYNX
MULTINODULAR GOITER WITH COMPRESSIVE SYMPTOM,MULTINODULAR GOITER WITH COMPRESSIVE SYMPTOM
MALPOSITION TCC LT IJV,MALPOSITION TCC LT IJV
FALSE ANEURYSM AT LT AVF,FALSE ANEURYSM AT LT AVF
CEPHALIC ARCH STENOSIS S P PTA,CEPHALIC ARCH STENOSIS S P PTA
FALSE ANEURYSM LEFT CUBITAL AVF,FALSE ANEURYSM LEFT CUBITAL AVF
GIANT AVF ใหญ่มาก,GIANT AVF ใหญ่มาก
ESRD S P DLC LEFT IJV,ESRD S P DLC LEFT IJV
STERNAL WOUND INFECTION,STERNAL WOUND INFECTION
PARAPNEUMONIC EFFUSION,PARAPNEUMONIC EFFUSION
PERICARDIAL EFFUSION C PLEURAL EFFUSION,PERICARDIAL EFFUSION C PLEURAL EFFUSION
PUP,PUP
LT LEG PYOMYOSITIS,LT LEG PYOMYOSITIS
BOWEL HABIT CHANGE WITH WEIGHT LOSS,BOWEL HABIT CHANGE WITH WEIGHT LOSS
RT BREAST MASS R11 R O PHYLLODES,RT BREAST MASS R11 R O PHYLLODES
INDFECTED SEROMA,INDFECTED SEROMA
RIGHT BREAST MASS BIRAD 4A R O CANCER,RIGHT BREAST MASS BIRAD 4A R O CANCER
RECTOSIGMOID COLON CANCER,CA RECTOSIGMOID COLON
NON TOXIC MNG,NON TOXIC MNG
BILIARY PANCREATITIS,BILIARY PANCRETITIS
CONSTIPATION WITH HIGH CEA,CONSTIPATION WITH HIGH CEA
INFECTED LT FOOT,INFECTED LT FOOT
MASSIVE UGIBS,MASSIVE UGIBS
RIGHT CA BREAST S P MASTECTOMY WITH IMPLANT WITH EXTRUSION OF IMPLANT,RIGHT CA BREAST S P MASTECTOMY WITH IMPLANT WITH EXTRUSION OF IMPLANT
INTRAMUSCULAR LIPOMA AT RT SIDE OF BACK,INTRAMUSCULAR LIPOMA AT RT SIDE OF BACK
BLUNT ABDOMINAL TRAUMA WITH ANEURYSM AT LHA S P EL WITH TEMPOLARY CLOSURE,BLUNT ABDOMINAL TRAUMA WITH ANEURYSM AT LHA S P EL WITH TEMPOLARY CLOSURE
GALL BLADDER MASS R O CANCER,GALL BLADDER MASS R O CANCER
CHRONIC CHOLECYSTITIS GS2 6CM,CHRONIC CHOLECYSTITIS GS2 6CM
ESRD ON CAPD,ESRD ON CAPD
LGIH R O CANCER,LGIH R O CANCER
GERDS WITH ALARMING SYMPTOM,GERDS WITH ALARMING SYMPTOM
CHANGE IN BOWEL HABIT R194,CHANGE IN BOWEL HABIT R194
POST SURGICAL SKULL DEFECT,POST SURGICAL SKULL DEFECT
L4 5RUPTURED,L4 5RUPTURED
COMPRESSION FX T11 WITH CORD COMPRESSION,COMPRESSION FX T11 WITH CORD COMPRESSION
ADJACENT LEVEL L 2 3 4,ADJACENT LEVEL L 2 3 4
SPINAL CORD TUMOR T11 12,SPINAL CORD TUMOR T11 12
OCCIPITAL WOUND BRAIN TUMOR S P SX RT,OCCIPITAL WOUND BRAIN TUMOR S P SX RT
GASTROTOMY TUBE DISLODGEMENT,GASTROTOMY TUBE DISLODGEMENT
INFECTED WOUND LT FOOT S P FOREFOOT AMPUTATION,INFECTED WOUND LT FOOT S P FOREFOOT AMPUTATION
MALIGNANT PHYLLODES C BLEEDING TUMOR RT LT BREAST MASS AT L1 L12,MALIGNANT PHYLLODES C BLEEDING TUMOR RT LT BREAST MASS AT L1 L12
SUSPICIOUS LYMPH NODE RECURRENT AT LEFT NECK PAPILLARY THYROID CANCER,SUSPICIOUS LYMPH NODE RECURRENT AT LEFT NECK PAPILLARY THYROID CANCER
ACHALASIA OF CARDIA,ACHALASIA OF CARDIA
RIGHT BREAST MASS R O CANCER,RIGHT BREAST MASS R O CANCER
FOLLICULAR NEOPLASM OF LT THYROID,FOLLICULAR NEOPLASM OF RT THYROID
ABNORMAL DUCTAL DILATAION OF RIGHT BREAST,ABNORMAL DUCTAL DILATAION OF RIGHT BREAST
SPINAL BONE METASTASIS,SPINAL BONE METASTASIS
VENTRAL HERNIA,VENTRAL HERNIA
C4 5 6 7 SPONDYLOTIC MYELOPATHY,C4 5 6 7 SPONDYLOTIC MYELOPATHY
POSTERIOR FOSSA TUMOR WITH HYDROCEPHALUS,POSTERIOR FOSSA TUMOR WITH HYDROCEPHALUS
L3 4 5 SPONDYLOLISTHESIS WITH NERVE ROOT COMPRESSION,L3 4 5 SPONDYLOLISTHESIS WITH NERVE ROOT COMPRESSION
NF AT RT LEG,NF AT RT LEG
LGIH CHRONIC DYSPEPSIA,LGIH CHRONIC DYSPEPSIA
ACUTE GANGRENOUS CHOLECYSTITIS,ACUTE GANGRENOUS CHOLECYSTITIS
GUN SHOT WOUND AT NECK,GUN SHOT WOUND AT NECK
R O NF BOTH LEGS,R O NF BOTH LEGS
NF RT FOOR S P DEBRIDEMENT,NF RT FOOR S P DEBRIDEMENT
R O CA HEPATIC FLEXURE,R O CA HEPATIC FLEXURE
S P LHC,S P LHC
CA SIGMOID S P AR WITH RISING CEA,CA SIGMOID S P AR WITH RISING CEA
EPIGASTRIUM PAIN WITH ALARMING SYMPTOMS,EPIGASTRIUM PAIN WITH ALARMING SYMPTOMS
LGIB HXSIGMOID DESCENDING POLYP > ไม่ได้ BX,LGIB HXSIGMOID DESCENDING POLYP > ไม่ได้ BX
PHIMOSISC,PHIMOSIS
LUTS HIGH PSA,LUTS HIGH PSA
BILAT HYDRONEPHROSIS S P LT DJ STENT RT PCN,BILAT HYDRONEPHROSIS S P LT DJ STENT RT PCN
BLADDER TUMOR AT LT LATRERAL WALL,BLADDER TUMOR AT LT LATRERAL WALL
CA OVARY S P EL WITH EN BLOC RESECTION WITH WEDGE BLADDER WITH RE IMPLANT RT URETER WITH RT DJ STENT,CA OVARY S P EL WITH EN BLOC RESECTION WITH WEDGE BLADDER WITH RE IMPLANT RT URETER WITH RT DJ STENT
ADVANCED STAGED CA PROSTATE,ADVANCED STAGED CA PROSTATE
ASPIRATION PNEUMONIA WITH PROLONG INTUBATION,ASPIRATION PNEUMONIA WITH PROLONG INTUBATION
PROLONG INTUBATION WITH MI,PROLONG INTUBATION WITH MI
ANTHROCHOANAL POLYP LT,ANTHROCHOANAL POLYP LT
MULTIPLE LYMPH NODE,MULTIPLE LYMPH NODE
CHRONIC OTOMASTOIDITIS RT EAR,CHRONIC OTOMASTOIDITIS RT EAR
FX RT ZYGOMA,FX RT ZYGOMA
KELOID EAR,KELOID EAR
LARGE LIPOMA AT RT SHOULDER,LARGE LIPOMA AT RT SHOULDER
CFX MANDUBULAR CONDYLE RT,CFX MANDUBULAR CONDYLE RT
LARGE MASS AT LT CHEST WALL,LARGE MASS AT LT CHEST WALL
MULTIPLE RT UC SEVERE RT HYDRONEPHROSIS,MULTIPLE RT UC SEVERE RT HYDRONEPHROSIS
CA ASCENDING COLON S P RHC WITH ANAL POLYP,CA ASCENDING COLON S P RHC WITH ANAL POLYP
CA RECRUM S P LAP LAR,CA RECRUM S P LAP LAR
SURVEILLANCE CA COLON,SURVEILLANCE CA COLON
CONSTIPATION C BOWEL HABIT CHANGE,CONSTIPATION C BOWEL HABIT CHANGE
RISING CA19 9 LEVEL,RISING CA19 9 LEVEL
S P TRANSVERSE COLOSTOMY,S P TRANSVERSE COLOSTOMY
CA RECTUM WITH CHEMOPORT,CA RECTUM WITH CHEMOPORT
CHEMOPORT REMNANT,CHEMOPORT REMNANT
GASTRIC GIST,GASTRIC GIST
CA BLADDER C CA PROSTATE,CA BLADDER C CA PROSTATE
CONTRACEPTIVE,CONTRACEPTIVE
CA SIGMOID WITH COLOVESICAL FISTULA S P OPENED SIGMOIDECTOMY WITH WEDGE BLADDER WITH OPEND CYSTOSTOMY,CA SIGMOID WITH COLOVESICAL FISTULA S P OPENED SIGMOIDECTOMY WITH WEDGE BLADDER WITH OPEND CYSTOSTOMY
AKI WITH HIGH PSA,AKI WITH HIGH PSA
RT UC RT ADRENAL MASS,RT UC RT ADRENAL MASS
CA BLADDER S P RADICAL CYSTECTOMY NEO BLADDER R O VC,CA BLADDER S P RADICAL CYSTECTOMY NEO BLADDER R O VC
AUR S P SUPRAPUBIC TAPPING,AUR S P SUPRAPUBIC TAPPING
CA DESCENDING COLON S P LOOP PROXIMAL TRANSVERSE COLOSTOMY,CA DESCENDING COLON S P LOOP PROXIMAL TRANSVERSE COLOSTOMY
CONSTIPATION HX DIVERTICULOSIS,CONSTIPATION HX DIVERTICULOSIS
CA CAECUM T4N2M0 S P RHC,CA CAECUM T4N2M0 S P RHC
LOWER RECTAL CA SURVEILLANCE,CA LOWER RECTUM > SURVEILLANCE
BHC R O CANCER,BHC R O CANCER
RECTAL WALL THICKENING,RECTAL WALL THICKENING
CA RECTUM RISING CEA,CA RECTUM RISING CEA
CA SIGMOID CRLM,CA SIGMOID CRLM
ANAL ABSCESS,ANAL ABCESS
BHC HX S P COLECTOMY ไม่ทราบตำแหน่ง,BHC HX S P COLECTOMY ไม่ทราบตำแหน่ง
CA SPLEENIC FLXURE WITH OBSTRUCTION S P COLONIC STENT,CA SPLEENIC FLXURE WITH OBSTRUCTION S P COLONIC STENT
PROSTATE NODULE AT RT LOBE,PROSTATE NODULE AT RT LOBE
BLEED FROM UO,BLEED FROM UO
LT HYDROURETER,LT HYDROURETER
THICKE BLADDER WALL,BLADDER WALL THICKENING
LEFT BREAST CANCER WITH MASS AT R5,LEFT BREAST CANCER WITH MASS AT R5
SUSPECTED RECURRENT PAPILLARY THYROID CANCER S P HARLEY DUNHILL'S TOETVA,SUSPECTED RECURRENT PAPILLARY THYROID CANCER S P HARLEY DUNHILL'S TOETVA
GRAVE DISEASE WITH RT THYROID NODULE C COMPRESIVE SYMPTOM,GRAVE DISEASE WITH RT THYROID NODULE C COMPRESIVE SYMPTOM
ANEMIA R O CA COLON,ANEMIA R O CA COLON
HCC SEGMENT7,HCC SEGMENT7
R O THYROID CANCER,R O THYROID CANCER
LGIH C RECTAL POLYP,LGIH C RECTAL POLYP
ESRD WITH DVT RT LEG,ESRD WITH DVT RT LEG
GIANT AVF S P ANEURYSMECTOMY WITH SKIN NECROSIS,GIANT AVF S P ANEURYSMECTOMY WITH SKIN NECROSIS
R O JUXTAVENOUS ANASTOMOSIS STENOSIS LT,R O JUXTAVENOUS ANASTOMOSIS STENOSIS LT
R O CEPHALIC V STENOSIS,R O CEPHALIC VEIN STENOSIS
MALFUNCTION TCC LT IJV,MALFUNCTION TCC LT IJV
HEMOPTYSIS C BRONCHIECTESIS RUL,HEMOPTYSIS C BRONCHIECTESIS RUL
INFECTED STERNAL WOUND,STERNAL WOUND INFECTION
INFECTED DM LEFT FOOT,INFECTED DM LEFT FOOT
BLUNT ABDOMINAL INJURY WITH ENTEROATMOSPHERIC FISTULA,BLUNT ABDOMINAL INJURY WITH ENTEROATMOSPHERIC FISTULA
INFECTED LT DM FOOT,INFECTED DM LEFT FOOT
DIFFUSE GOITER C COMPRESSIVE SYMPTOM,DIFFUSE GOITER C COMPRESSIVE SYMPTOM
S P EL C WOUND DEHISCENCE,S P EL C WOUND DEHISCENCE
CALCULOUS CHOLECYSTITIS,CALCULOUS CHOLECYSTITIS
SUBMUCOSAL LESION AT CECUM C INTERNAL HEMORROID,SUBMUCOSAL LESION AT CECUM C INTERNAL HEMORROID
ESRD WITH R O INFLOW STENOSIS,ESRD WITH R O INFLOW STENOSIS
PAPILLARY THYROID CA RIGHT,PAPILLARY THYROID CA RIGHT
MULTIPLE LIVER LESION หา PRIMARY,MULTIPLE LIVER LESION หา PRIMARY
INVASIVE LT MAMMARY CANCER,INVASIVE LT MAMMARY CANCER
DYSPEPEPSIA WITH ALARM SYMPTOM,DYSPEPEPSIA WITH ALARM SYMPTOM
DYSPEPSIA WITH SIGNIFICANT WT LOSS,DYSPEPSIA WITH SIGNIFICANT WT LOSS
PLEOMORPHIC CALCIFICATION R O CANCER RT BREAST,PLEOMORPHIC CALCIFICATION R O CANCER RT BREAST
