variant,canonical
CYSTOSOCPE,CYSTOSCOPE
STSG RT FOOT,STSG LT FOOT
CHANGE VACUUM DRESSING C ABDOMINAL TOILET,CHANGE VACUUM DRESSING C ABDOMINAL TOILET
LEFT RETROSIGMOID SOC WITH TUMOR REMOVAL,LEFT RETROSIGMOID SOC WITH TUMOR REMOVAL
CRANIOTOMY C CLOT REMOVAL,CRANIOTOMY C CLOT REMOVAL
HYDROCELECTOMY,RT HYDROCELECTOMY
GASTROSTOMY,GASTROSTOMY
BILATERAL MASTECTOMY WITH SLNB,BILATERAL MASTECTOMY WITH SLNB
MICRODOCHECTOMY OF LEFT BREAST,MICRODOCHECTOMY OF LEFT BREAST
OPEN HERNIOPLASTY LT,OPEN LT HERNIOPLASTY
REVISE COLOSTOMY,REVISE COLOSTOMY
LAMINECTOMY W PDS FIXATION L4 5 MIS,LAMINECTOMY C PDS FIXATION L4 5 MIS
LIGATE AVF TCC RT IJV CENTROS,LIGATE AVF TCC RT IJV CENTROS
SURVEILLANCE FLEXIBLE CYSTOSCOPY,FLEXIBLE CYSTOSCOPY SURVEILLANCE
LT MYRINGOTOMY WITH PE TUBE,LT MYRINGOTOMY WITH PE TUBE
LT BKA,LT BKA
SUR CYSTOSCOPY,SUR CYSTOSCOPY
RF NOSE TONSILLECTOMY BSP,TONSILLECTOMY BSP RF NOSE
OPEN RT RADICAL NEPHRECTOMY,OPEN RT RADICAL NEPHRECTOMY
CRANIECTOMY C TUMOR REMOVAL,CRANIOTOMY C TUMOR REMOVAL
LAMINECTOMY C PDS FIXATION L2 S1,LAMINECTOMY C PDS FIXATION L2345
TCC RT FV,TCC RT FV
REVISE AVF LT WRIST,REVISE AVF LT WRIST
EXCISION LEFT BREAST MASS,EXCISION LT BREAST MASS
RF PALATE LA,RF PALATE LA
LEFT BCT TAD,LEFT BCT TAD
EXCISION BIOPSY,EXCISIONAL BIOPSY
REVISE AVBG LT UPPERARM,REVISE AVBG LT UPPERARM
MRI FUSION TRUS BIOPSY,MRI TRUS FUSION BIOPSY
CYSTOCOPE,CYSTOSCOPE
AVBG LEFT FOREARM,AVBG LT FOREARM
L2 S1 LAMINECTOMY WITH PDS FIXATION,LAMINECTOMY WITH PDS FIXATION L4 5
LAP RT HEMICOLECTOMY,LAP RT HEMICOLECTOMY
SURVEILLANCE FLEXIBLE CYSTO,FLEXIBLE CYSTOSCOPY SURVEILLANCE
EXCISION OF PREAURICULAR SINUS,EXCISION OF PREAURICULAR SINUS
TAE,TAE
LAPAROSCOPIC RHC,LAPAROSCOPIC RHC
BALLOON ANGIOPLASTY STENT,BALLOON ANGIOPLASTY STENT
COLONIC STENT,COLONIC STENT
LIPECTOMY,LIPECTOMY
LIGATE AVF RT CUBITAL,LIGATE AVF LT CUBITAL
INCISION AND DRAINAGE,INCISION AND DRAINAGE
BILATERAL TEP,BILATERAL TEP
LT URS DJ STENT,RT URSL DJ STENT
REMOVE SILICONE,REMOVE SILICONE
URETHRAL DILATATION,URETHRAL DILATION
LT MASTECTOMY C SLNB,LT MASTECTOMY SLNB
DOWNHILL ANGIOPLASTY OF LT LEG,DOWNHILL ANGIOPLASTY OF LT LEG
BALLOON VENOPLASTY STENT,BALLOON VENOPLASTY WITH STENT
OPEN TTD CND,OPEN TTD CND
RT LAP TEP,LT LAP TEP
D L C TELE C BIOPSY,D L C TELE C BIOPSY
ACDF C4 5 6,ACDF C4 5
BIOPSY,BIOPSY
REVISE AVF,REVISE AVF
TRANSANAL BIOPSY,TRANSANAL BIOPSY
OPEN AR,OPEN LAR
LAMINECTOMY C PDS FIXATION L4 5,LAMINECTOMY C PDS FIXATION L4 5 MIS
STRICTUROPLASTY,STRICTUROPLASTY
REVISE TCC AT RT IJV,REVISE TCC RT IJV
LT LOOP FOREARM AVBG,LT FOREARM LOOP AVBG
EXCISION EC,EXCISION EC
SISTRUNK OPERATION,SISTRUNK OPERATION
RT RIRS,RT RIRS
FLEXIBLE CYSTOSCOPY UNDER LA,FLEXIBLE CYSTOSCOPY UNDER LA
TCC AT LT IJV,TCC AT RT IJV
RT BCT C SLNB,RT BCT C SLNB
TRANSSPHENOID APPROACH WITH TUMOR REMOVAL,TRANSSPHENOID APPROACH WITH TUMOR REMOVAL
VENASEAL BOTH LEGS,VENASEAL BOTH LEGS
BILATERAL MYRINGOTOMY PE TUBE,BILATERAL MYRINGOTOMY PE TUBE
ENDOSCOPIC SEPTOPLASTY WITH INFERIOR TURBINOPLASTY,ENDOSCOPIC SEPTOPLASTY WITH INFERIOR TURBINOPLASTY
WIDE EXCISION SCALP FLAP,WIDE EXCISION SCALP FLAP
RIGID CYSTOSCOPY,RIGID CYSTOSCOPY
REVISE TCC RT CFV,REVISE TCC RT IJV
BILATERAL MAMMOREDUCTION,BILATERAL MAMMOREDUCTION
RF PALATE,RF PALATE
FASCIOTOMY,FASCIOTOMY
LAPAROSCOPIC TEP,LAPAROSCOPIC TEP
EXCISION UNDER GA,EXCISION UNDER GA
TCC LT IJV HEMOFLOW,TCC RT IJV HEMOFLOW
VATS RT PLEURAL DRAINAGE,VATS RT PLEURAL DRAINAGE
EXCISION LA,EXCISION LA
SEPTOPLASTY RF NOSE,SEPTOPLASTY RF NOSE
INCISIONAL BX,INCISIONAL BX
BILATERAL BURR HOLE,BILATERAL BURR HOLE
VAT WITH DECORTICATION,VAT WITH DECORTICATION
FLEX CYSTOSCOPE,FLEX CYSTOSCOPE
ACDF C6 7 PEEK PLATE,ACDF C5 6 PEEK PLATE
TONSILLECTOMY ESP RF NOSE,TONSILLECTOMY BSP RF NOSE
CYSTOSCOPY IRRIGATE BLADDER,CYSTOSCOPY IRRIGATE BLADDER
CYSTOSCOPY OFF DJ STENT,CYSTOSCOPY OFF DJ STENT
TRUS BIOPSY OPD CASE,TRUS BIOPSY OPD CASE
AVBG LT ARM,AVBG LT ARM
DIRECT BROW LIFT,DIRECT BROW LIFT
REVISION RT ENDOSCOPIC TYMPANOPLASTY,REVISION RT ENDOSCOPIC TYMPANOPLASTY
VP SHUNT C TRACHEOSTOMY,VP SHUNT C TRACHEOSTOMY
ENDOSCOPIC SEPTOTURBINOPLASTY,ENDOSCOPIC SEPTOTURBINOPLASTY
TCC AT RIGHT IJV,TCC AT RT IJV
LT MMA,LT MMA
ACDF C5 6 DIVA,ACDF C5 6 DIVA
BSP RF NOSE GA,T BSP RF NOSE GA
DLC TO TCC,DLC TO TCC
CLOSURE FISTULA,CLOSURE FISTULA
RT LOBECTOMY,RT LOBECTOMY
2ND STAGE REPAIR,2ND STAGE REPAIR
BILAT URS DJ STENT,BILAT URS DJ STENT
LAMINECTOMY WITH PDS FIXATION L2345,LAMINECTOMY WITH PDS FIXATION L4 5
ACDF C5 6 C6 7,ACDF C5 6 C6 7
OFF DJ STENT UNDER LA,OFF DJ STENT UNDER LA
LT URSL REMOVE DJ STENT,LT URSL REMOVE DJ STENT
BREAST IMPLANT REMOVAL,BREAST IMPLANT REMOVAL
MIS TLIF L45S1,MIS TLIF L45S1
TCC RT EJV LT IJV,TCC RT EJV LT IJV
CYSTOSCOPY THROUGH ARTIFICIAL STOMA,CYSTOSCOPY THROUGH ARTIFICIAL STOMA
UPPER LOWER EYELID CORRECTION,CORRECTION UPPER AND LOWER EYELID
RIGHT RIRS,RIGHT RIRS
LAPROSCOPIC SIGMOIDECTOMY,LAPAROSCOPIC SIGMOIDECTOMY
LT OCCIPITAL CRANIOTOMY C TUMOR REMOVAL,LT OCCIPITAL CRANIOTOMY C TUMOR REMOVAL
CYSTOSCOPY WITH CHANGE DJ STENT,CYSTOSCOPY WITH CHANGE DJ STENT
CYSTOLITHOTOMY,CYSTOLITHOTOMY
LT ENDOSCOPIC ATTICOTOMY,LT ENDOSCOPIC ATTICOTOMY
REVISED AVBG,REVISE AVBG
SEPTOPLASTY RF NOSE GA,SEPTOPLASTY RF NOSE
LT DJ STENT EXCHANGING,DJ STENT EXCHANGING
VENOGRAPHY VENOPLASTY,VENOGRAPHY VENOPLASTY
LT TYMPANOMASTOIDECTOMY,LT TYMPANOMASTOIDECTOMY
EXCISION GA,EXCISION LA
ACDF C3 4 PEEK PLATE,ACDF C5 6 PEEK PLATE
CORE NEEDLE BIOPSY,CORE NEEDLE BIOPSY
ANEURYSMECTOMY REPAIR LT BRACHIAL A,ANEURYSMECTOMY REPAIR LT BRACHIAL A
LAP SIGMOIDECTOMY CLOSURE COLOSTOMY,LAP SIGMOIDECTOMY CLOSURE COLOSTOMY
T A GA POST OP PICU,T A GA POST OP PICU
LT RETROSIGMOID CRANIOTOMY C TUMOR REMOVAL,LT RETROSIGMOID CRANIOTOMY C TUMOR REMOVAL
CYSTOSCOPE OFF DJ STENT,CYSTOSCOPY OFF DJ STENT
DLC > TCC AT RT IJV,DLC > TCC AT RT IJV
ANEURYSMECTOMY LT AVF,ANEURYSMECTOMY LT AVF
RT MODIFIED RADICAL MASTOIDECTOMY,RT MODIFIED RADICAL MASTOIDECTOMY
FISTULOGRAM PTA LT AVF,FISTULOGRAM PTA LT ARM
LOWER EYELID CORRECTURE,LOWER EYELID CORRECTURE
DDKT,DDKT
LAP RHC LC,LAP RHC LC
LAMINECTOMY WITH PDS FIXATION L345 MIS,LAMINECTOMY WITH PDS FIXATION L4 5
BILAT MMA SEPTOTURBINOPLASTY,BILAT MMA SEPTOTURBINOPLASTY
ACDF C4 5 C5 6,ACDF C4 5 C5 6
LC OPTIME 2 HR,LC OPTIME 2HR
EGD COLONOSCPY,EGD COLONOSCOPY
WIDE EXCISION OF RIGHT BREAST,WIDE EXCISION OF RIGHT BREAST
ANEURYSMECTOMY LT,ANEURYSMECTOMY
DOWNHILL ANGIOPLASTY,DOWNHILL ANGIOPLASTY
TK INSERTION UNDER LA WITH MAC,TK INSERTION UNDER LA WITH MAC
LEFT BCT WITH SLNB,LEFT BCT WITH SLNB
EXCISION UNDER LA,EXCISION UNDER GA
BALLOON VENOPALSTY,BALLOON VENOPLASTY
POSTERIOR C1 2 FIXATION,POSTERIOR C1 2 FIXATION
BX,BX
SECOND STAGE REPAIR,SECOND STAGE REPAIR
BREAST REDUCTION,BREAST REDUCTION
RT RFA WITH PHLEBECTOMY,RT RFA WITH PHLEBECTOMY
TCC RT EJV OR DLC TO TCC RT CFV,TCC RT EJV OR DLC TO TCC RT CFV
VABB,VABB
SUBOCCIPITAL CRANIECTOMY WITH TUMOR REMOVAL,SUBOCCIPITAL CRANIOTOMY WITH TUMOR REMOVAL
DOWNHILL ANGIOPLASTY OF RT LEG,DOWNHILL ANGIOPLASTY OF LT LEG
OTHER CRANIOTOMY,OTHER CRANIOTOMY
LEFT CRANIOPLASTY,LEFT CRANIOPLASTY
OPEN RIGHT THYROIDECTOMY,OPEN RT THYROIDECTOMY
LAPAROSCOPIC ERHC,LAPAROSCOPIC ERHC
COMPLETION RIGHT THYROIDECTOMY WITH BILATERAL CENTRAL NECK DISSECTION,COMPLETION RIGHT THYROIDECTOMY WITH BILATERAL CENTRAL NECK DISSECTION
COLONOSCOPY WITH BIOPSY,COLONOSCOPY WITH BIOPSY
AVF AT LT WRIST,AVF LT WRIST
LAP ERHC,LAP ERHC
LASER HEMORRHOIDECTOMY,LIGASURE HEMORRHOIDECTOMY
OPEN LT THYROID LOBECTOMY,LT THYROID LOBECTOMY
CHANGE VACCUMM DRESSING,CHANGE VAC DRESSING
CHANGE VACCUUM DRESSING ABDOMINAL TOILET,CHANGE VACUUM DRESSING C ABDOMINAL TOILET
MICRODOCHECTOMY LT BREAST,MICRODOCHECTOMY OF LEFT BREAST
BILAT TEP,BILAT TEP
CYSTOSCOPY C DJ STENT REMOVAL,CYSTOSCOPY REMOVE DJ STENT
NEEDLE LOCALIZATION EXCISION,NEEDLE LOCALIZATION EXCISION
ACDF C6 7,ACDF C6 7
FISTILOGRAM PTA,FISTULOGRAM PTA
ANGIOGRAM PTA LEFT ARM,ANGIOGRAM PTA LEFT ARM
EGD > LC,EGD > LC
MIS TILF L4 5,MIS TLIF L4 5
MRI FUSION,MRI FUSION
SUBTOTAL COLECTOMY,LAP SUBTOTAL COLECTOMY
KARYDAKIS PROCEDURE,KARYDAKIS PROCEDURE
COLONOSCOPY WITH DILATE ANASTOMOSIS,COLONOSCOPY WITH DILATE ANASTOMOSIS
DLC TO TCC LT IJV OR NEW TCC RT IJV,DLC TO TCC LT IJV OR NEW TCC RT IJV
EGD OPD CASE,EGD OPD CASE
ERCP LC,ERCP LC
RFA HEMORRHOID,RFA HEMORRHOID
CYSTOSCOPE C CLOT REMOVAL,CYSTOSCOPE C CLOT REMOVAL
BILAT ESS SEPTOPLASTY NAVIGATOR,BILAT ESS SEPTOPLASTY NAVIGATOR
ACDF C5 6 C PEEK PLATE,ACDF C5 6 PEEK PLATE
REVISED STUMP,REVISED STUMP
FACE LIFTING,FACE LIFTING
OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANTATION TO RIGHT FOREARM,OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANTATION TO RIGHT FOREARM
OPEN CYSTOLITHOTOMY,OPEN CYSTOLITHOTOMY
LT WRIST AVF,AVF LT WRIST
OPEN ERHC,OPEN ERHC
RIGHT CRANIOTOMY WITH TUMOR REMOVAL,CRANIOTOMY WITH TUMOR REMOVAL
RF PALATE RF NOSE LA ให้ทานยา DIAZEPAM สั่งให้แล้วจาก OPD ก่อน OR,RF PALATE RF NOSE LA ให้ทานยา DIAZEPAM สั่งให้แล้วจาก OPD ก่อน OR
OFF ARCH BAR,OFF ARCH BAR
TRACTOTOMY,TRACTOTOMY
ADENOTONSILLECTOMY,ADENOTONSILLECTOMY
PTA RT,PTA RT
REVISED TCC LT IJV,REVISE TCC LT IJV
RFA OF RT LEG,RFA OF RT LEG
RT FRONTAL EVD,RT FRONTAL EVD
PTA DCB,PTA DCB
TONSILLECTOMY BSP MODIFIED CAPSO,TONSILLECTOMY BSP MODIFIED CAPSO
OFF TCC FISTULOGRAM PTA,OFF TCC FISTULOGRAM PTA
LAMINECTOMY C PDS FIXATION L5 S1,LAMINECTOMY C PDS FIXATION L2345
LIGATE AVBG LT UPPERARM,LIGATE AVBG LT UPPERARM
RT DJ STENT ใช้ FLU,RT DJ STENT ใช้ FLU
LAP RIGHT ADRENALECTOMY,LAP RIGHT ADRENALECTOMY
AVF LT WRIST OR CUBITAL,AVF LT WRIST OR CUBITAL
LAP RADICAL NEPHRECTOMY LT,LAP RADICAL NEPHRECTOMY
RT TB2,RT TB2
OPEN RT HEMICOLECTOMY,OPEN RT HEMICOLECTOMY
LEFT THYROIDECTOMY,LEFT THYROIDECTOMY
VAE OF LEFT BREAST MASS,VAE OF LEFT BREAST MASS
ACDF C4 5 6 7 C PEEK PLATE,ACDF C4 5 6 7 PEEK PLATE
LIPOSUCTION AND LIPOFILLING,LIPOSUCTION AND LIPOFILLING
LEFT CRANIOTOMY C TUMOR REMOVAL,CRANIOTOMY C TUMOR REMOVAL
RT PROGRAMMABLE VP SHUNT,RT PROGRAMMABLE VP SHUNT
L3 5 LAMINECTOMY C PDS FIXATION,LAMINECTOMY C PDS FIXATION L2345
CORRECTION OF UPPER AND LOWER EYELID,CORRECTION UPPER AND LOWER EYELID
SPA LIGATION,SPA LIGATION
RT TONSILLECTOMY,TONSILLECTOMY
EXCISION C RECONSTRUCTION,EXCISION C RECONSTRUCTION
PROPHYLAXIS TRACHEOSTOMY,PROPHYLAXIS TRACHEOSTOMY
MICROWAVE ABLATION,MICROWAVE ABLATION
LEFT CUBITAL AVF,AVF LT CUBITAL
EGD COLONOSCOPY THEN RFA HEMORRHOIDOPLASTY,EGD COLONOSCOPY THEN RFA HEMORRHOIDOPLASTY
TCC RT IJV OR FV CENTROS,TCC RT IJV OR FV CENTROS
REVISED TCC,REVISED TCC
EXCISION STSG,EXCISION STSG
RFA LT LEG,RFA LT LEG
FISTULOGRAM PTA LT WRIST,FISTULOGRAM PTA LT WRIST
VABE,VABE
REVISION BILAT FESS WITH NAVIGATOR,REVISION BILAT FESS WITH NAVIGATOR
LT LAP NEPHRECTOMY,LT LAP NEPHRECTOMY
LT 1ST TOE AMPUTATION,LT 1ST TOE AMPUTATION
RT LOOP FOREARM AVBG,LT FOREARM LOOP AVBG
MODIFIED CAPSO,MODIFIED CAPSO
OPEN BILATERAL HERNIOPLASTY,OPEN BILATERAL HERNIOPLASTY
KIDNEY TRANSPLANTATION,KIDNEY TRANSPLANTATION
URETHRECTOMY,URETHRECTOMY
BILAT ORCHIDECTOMY,BILAT ORCHIDECTOMY
OPEN LEFT THYROID LOBECTOMY,OPEN LEFT THYROID LOBECTOMY
EGD COLNOSCOPY,EGD COLONOSCOPY
LAP VENTRAL RECTOPEXY,LAP VENTRAL RECTOPEXY
COLONOSCOPY WITH HEMORRHOIDECTOMY,COLONOSCOPY WITH HEMORRHOIDECTOMY
RF IT,RF IT
REPAIR INCISIONAL HERNIA,REPAIR INCISIONAL HERNIA
EGD RANDOM BIOPSY,EGD RANDOM BIOPSY
OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANTATION TO RIGHT FOREARM UNDER GA,OPEN TOTAL PARATHYROIDECTOMY WITH AUTOTRANSPLANTATION TO RIGHT FOREARM
PTA LT AVF,PTA LT AVF
TB2 RT ARM,TB2 LT ARM
EGD COLONOSCOPY HEMORRHOIDECTOMY,EGD COLONOSCOPY HEMORRHOIDECTOMY
SUTURE WOUND RT LEG,SUTURE WOUND RT LEG
DEBRIDEMENT RT FOOT,DEBRIDEMENT RT FOOT
VATS PLEURODESIS,VATS PLEURODESIS
TONSILLECTOMY RF NOSE GA,TONSILLECTOMY BSP RF NOSE
OPEN COMPLETION LEFT THYROIDECTOMY,OPEN COMPLETION LEFT THYROIDECTOMY
REVISION LT ENDOSCOPIC TYMPANOPLASTY,REVISION RT ENDOSCOPIC TYMPANOPLASTY
KT,KT
RT BCT WITH SLNB,LEFT BCT WITH SLNB
VATS RUL LOBECTOMY,VATS RUL LOBECTOMY
PALATOPLASTY,PALATOPLASTY
LEFT HERNIORRHAPHY,LEFT HERNIORRHAPHY
RF NOSE PALATE GA,RF NOSE PALATE LA
FISTULOGRAM BALLOON ANGIOPLASTY,FISTULOGRAM BALLOON ANGIOPLASTY
BILATERAL LAP TAPP,BILATERAL LAP TAPP
DLC AT RT IJV,DLC AT RT IJV
MINICRANIOTOMY C CLOT REMOVAL,CRANIOTOMY C CLOT REMOVAL
REMOVE FB,REMOVE FB
VATS LUL LOBECTOMY WITH LN DISSECTION,VATS LUL LOBECTOMY WITH LN DISSECTION
PARTIAL MANDIBULECTOMY,PARTIAL MANDIBULECTOMY
RT ENDOSCOPIC TYMPANOPLASTY TEMPORALIS FASCIA,RT ENDOSCOPIC TYMPANOPLASTY TEMPORALIS FASCIA
TRACHCOSTOMY,TRACHEOSTOMY
EGD C COLONOSCOPY,EGD COLONOSCOPY
PORT A CATH,PORT A CATH
ENDOSCOPIC SEPTOPLASTY WITH RF IT,ENDOSCOPIC SEPTOPLASTY WITH RF IT
LT FESS SEPTOPLASTY,LT FESS SEPTOPLASTY
FLEX CYSTOSCOPY REMOVE DJ STENT,FLEX CYSTOSCOPY WITH REMOVE DJ STENT
LAP RIGHT ADRENALECTOMY OPEN SURGERY,LAP RIGHT ADRENALECTOMY OPEN SURGERY
ORIF WITH PAS WITH MMF,ORIF WITH PAS WITH MMF
TUI BN,TUI BN
FIPS LIS,FIPS LIS
OPEN LAR APR,OPEN LAR APR
TRANSURETHRAL PROSTATECTOMY,TRANSURETHRAL PROSTATECTOMY
BILAT URSL DJ STENT,BILAT URS DJ STENT
SPHINCTEROPLASTY,SPHINCTEROPLASTY
ANEURYSMECTOMY REPAIRED BRACHIAL ARTERY,ANEURYSMECTOMY REPAIRED BRACHIAL ARTERY
LAPAROSCOPIC LT NEPHRECTOMY,LAPAROSCOPIC LT NEPHRECTOMY
PLEUROPERICARDIAL WINDOW,PLEUROPERICARDIAL WINDOW
EGD COLONOSCOOPY,EGD COLONOSCOPY
LT FRONTAL CRANIOTOMY WITH TUMOR REMOVAL,LT FRONTAL CRANIOTOMY WITH TUMOR REMOVAL
AVF LT CUBITAL LIGATE AVF LT WRIST,AVF LT CUBITAL LIGATE AVF LT WRIST
SUBTOTAL MASTECTOMY,SUBTOTAL MASTECTOMY
STSG RIGHT FOOT,STSG RIGHT FOOT
EC EXCISION,EXCISION EC
2ND STAGE PARAFFINOMA,2ND STAGE PARAFFINOMA
SOC C TUMOR REMOVAL,SOC C TUMOR REMOVAL
OPEN LEFT LOWER AND UPPER PARATHYROIDECTOMY UNDER GA,OPEN LEFT LOWER AND UPPER PARATHYROIDECTOMY UNDER GA
CIRCUMCISION ORCHIOPEXY,CIRCUMCISION ORCHIOPEXY
LAP APPENDECTOMY,LAP APPENDECTOMY
OPEN DISTAL PANCREATECTOMY,LAP DISTAL PANCREATECTOMY
UPPER EYELID CORRECTION,CORRECTION UPPER EYELID
VABB UNDER TIVA,VABB UNDER TIVA
FLEX CYSTOSCOPY UNDER LA,FLEXIBLE CYSTOSCOPY UNDER LA
PROXIMALIZATION AVF RT FOREARM,PROXIMALIZATION AVF RT FOREARM
FISTULOGRAM PTA WITH STENT,FISTULOGRAM PTA STENT
EXCISION LIPOMA,EXCISION LIPOMA
BALLOON ANGIOPLASTY AT RT INNOMINATE VEIN,BALLOON ANGIOPLASTY AT RT INNOMINATE VEIN
MICRODOCHECTOMY,MICRODOCHECTOMY
OTHER OPERATIONS ON SALIVARY GLAND OR DUCT,OTHER OPERATIONS ON SALIVARY GLAND OR DUCT
DEBRIDEMENT C VACUUM DRESSING,DEBRIDEMENT C VACUUM DRESSING
RFA BOTH LEGS,RFA BOTH LEG
TCC INSERTION,TK INSERTION
LT MVD,LT MVD
AVF RT CUBITAL LIGATE AVF RT WRIST,AVF LT CUBITAL LIGATE AVF LT WRIST
CHEILOPLASTY,CHEILOPLASTY
BALLOON AGIOPLASTY,BALLOON ANGIOPLASTY
PTA BALLOON VENOPLASTY,BALLOON VENOPLASTY
ENDOSCOPIC SEPTOPLASTY,ENDOSCOPIC SEPTOPLASTY
THROMBECTOMY,THROMBECTOMY
AVF LT,AVF LT
REVISE AVBG LT UPPER ARM,REVISE AVBG LT UPPER ARM
ORIF MANDIBLE MAXILLA,ORIF MANDIBLE MAXILLA
SUBCUTANEOUS MASTECTOMY,SUBCUTANEOUS MASTECTOMY
LT BRACHIOANTECUBITAL AVF,LT BRACHIOANTECUBITAL AVF
PICC LINE INSERTION,PICC LINE INSERTION
TONSILLECTOMY WITH COBLATOR,TONSILLECTOMY WITH COBLATOR
BURR HOLE WITH IRRIGATION,BURR HOLE WITH IRRIGATION
MIS TLIF L 345,MIS TLIF L4 5
MIS TLIF L345,MIS TLIF L45S1
BILATERAL RFA WITH MULTIPLE PHLEBECTOMY,BILATERAL RFA WITH MULTIPLE PHLEBECTOMY
TB1 RT ARM,TB1 RT ARM
FLEX URS BIOPSY,FLEX URS BIOPSY
LIFT LIS,LIFT LIS
CHEMOPORT,CHEMOPORT
LOOP PROXIMAL COLOSTOMY,LOOP PROXIMAL COLOSTOMY
OPEN LEFT HERNIOPLASTY,OPEN LT HERNIOPLASTY
RT HL WITH VS WITH MULTIPLE PHLEBECTOMY,RT HL WITH VS WITH MULTIPLE PHLEBECTOMY
MINI FACE LIFTING,MINI FACE LIFTING
URETHRAL DILATION WITH RIGID CYSTO,URETHRAL DILATION WITH RIGID CYSTO
ENDOSCOPIC ADENOIDECTOMY,ENDOSCOPIC ADENOIDECTOMY
MICROSCOPE MAYFIELD DORO,MICROSCOPE MAYFIELD DORO
LAP RADICAL NEPHRECTOMY RT,LAP RADICAL NEPHRECTOMY
RIGHT MVD,RIGHT MVD
RT FESS SEPTOTURBINOPLASTY,RT FESS SEPTOTURBINOPLASTY
REVISION SCREW L3 5 WITH LAMINECTOMY L3,REVISION SCREW L3 5 WITH LAMINECTOMY L3
TOTAL THYROIDECTOMY C PARATHYROIDECTOMY,TOTAL THYROIDECTOMY C PARATHYROIDECTOMY
RT HIGH ORCHIECTOMY,RT HIGH ORCHIECTOMY
NLE RT BREAST,NLE RT BREAST
CORRECTION OF UPPER EYELID,CORRECTION UPPER EYELID
US GUIDED MICROWAVW ABLATION RIGHT THYROID MASS,US GUIDED MICROWAVW ABLATION RIGHT THYROID MASS
US GUIDED MICROWAVW ABLATION,US GUIDED MICROWAVW ABLATION
SURVIELLANCE EGD COLONOSCOPE,SURVIELLANCE EGD COLONOSCOPE
RT OPEN THYROIDECTOMY,OPEN RT THYROIDECTOMY
LRKT,LRKT
LT LOBECTOMY,RT LOBECTOMY
MICRODOCHECTOMY OF RIGHT BREAST,MICRODOCHECTOMY OF RIGHT BREAST
CHANGE VACUUM,CHANGE VACUUM
WIRE LOCALIZATION WIDE EXCISION OF RIGHT BREAST,WIRE LOCALIZATION WIDE EXCISION OF RIGHT BREAST
RF NOSE TONSILLECTOMY ESP,TONSILLECTOMY BSP RF NOSE
LAP TEP LT,LT LAP TEP
NEEDLE LOCALIZE EXCISION,NEEDLE LOCALIZATION EXCISION
SUBOCCIPITAL CRANIECTOMY C TUMOR REMOVAL,SUBOCCIPITAL CRANIECTOMY C TUMOR REMOVAL
CROSSOVER ANGIOPLASTY,CROSSOVER ANGIOPLASTY
CHANGE DRESSING DEBRIDEMENT,CHANGE DRESSING DEBRIDEMENT
TOTAL TOETVA WITH LN DISSECTION,TOTAL TOETVA WITH LN DISSECTION
TCC RT OR LT IJV CENTROS,TCC RT OR LT IJV CENTROS
RT FESS,RT FESS
OPEN RIGHT THYROIDECTOMY WITH ISTHMECTOMY,OPEN RIGHT THYROIDECTOMY WITH ISTHMECTOMY
LAMINECTOMY WITH PDS FIXATION L1 5,LAMINECTOMY WITH PDS FIXATION L4 5
FLEXIBLE CYSTOSCOPY C DJ STENT REMOVAL,FLEXIBLE CYSTOSCOPY C DJ STENT REMOVAL
RT OPEN HERNIOPLASTY,OPEN RT HERNIOPLASTY
RESUTURE,RESUTURE
OPEN HEMORRHOIDECTOMY,OPEN HEMORRHOIDECTOMY
OPEN TOTAL THYROIDECTOMY WITH PROPHYLACTIC BILATERAL CENTRAL NECK DISSECTION,OPEN TOTAL THYROIDECTOMY WITH PROPHYLACTIC BILATERAL CENTRAL NECK DISSECTION
PERITONEAL WINDOW,PERITONEAL WINDOW
U L EYELID CORRECTURE,U L EYELID CORRECTURE
1ST STAGE EXCISION PARAFFINOMA นอกเวลา,1ST STAGE EXCISION PARAFFINOMA นอกเวลา
LAMINECTOMY C PDS FIXATION L2 5,LAMINECTOMY C PDS FIXATION L2345
LT SUBOCCIPITAL CRANIOTOMY C MICROVASCULAR DECOMPRESSION,LT SUBOCCIPITAL CRANIOTOMY C MICROVASCULAR DECOMPRESSION
CORRECTION U L EYELID,U L EYELID CORRECTION
WIDE EXCISION LOCAL FLAP,WIDE EXCISION SCALP FLAP
OPEN LEFT THYROIDECTOMY AND ISTHMECTOMY,OPEN LEFT THYROIDECTOMY AND ISTHMECTOMY
COLONOSCOPY EGD COLONOSCOPY,COLONOSCOPY EGD COLONOSCOPY
CIRCUMCISION UNDER TIVA,CIRCUMCISION UNDER TIVA
CLOSED [PERCUTANEOUS] [NEEDLE] BIOPSY OF PROSTATE,CLOSED [PERCUTANEOUS] [NEEDLE] BIOPSY OF PROSTATE
CYSTOSCOPY TUF,CYSTOSCOPY TUF
VATS RT DECORTICATE,VATS RT DECORTICATE
LC OPTIME1 5H,LC OPTIME1 5H
PP WINDOW,PP WINDOW
FULL FACE LIFT,FULL FACE LIFT
OPEN RT HERNIOPLASTY OPTIME1 5HR,OPEN RT HERNIOPLASTY OPTIME1 5HR
